,aqp4_Toluquilla_to_PP1,aqp1_PP2_to_PP3,aqp2_PP3_to_Pozos,aqp3_Pozos_to_Toluquilla,chapala_flow,calderon_flow,zapotillo_flow,pozos_flow,toluquilla_flow,scenario,delivered_PP1,delivered_PP2,delivered_PP3,delivered_Toluquilla,delivered_Pozos,supplied_PP1,supplied_PP2,supplied_PP3,supplied_Toluquilla,supplied_Pozos,total_supplied,demand_PP1,demand_PP2,demand_PP3,demand_Toluquilla,demand_Pozos,supplied_demand_PP1,supplied_demand_PP2,supplied_demand_PP3,supplied_demand_Toluquilla,supplied_demand_Pozos,supplied_demand_deficit_PP1,supplied_demand_deficit_PP2,supplied_demand_deficit_PP3,supplied_demand_deficit_Toluquilla,supplied_demand_deficit_Pozos,supply_percapita_PP1,supply_percapita_PP2,supply_percapita_PP3,supply_percapita_Toluquilla,supply_percapita_Pozos,min_supplied_demand,supplied_demand_GINI,ZAs_below_128,ZAs_below_100,ZAs_below_50,scenario,experiment
0,0.12557711457718446,0.16394456644669342,0.392632785756029,-0.39276744874890723,4.252349680641404,0.9603066298329358,0.3293536600418003,0.3047869769122122,0.861636143732616,113504.0,3.4444032413195376,0.8079464393218668,1.289660289874736,0.861636143732616,0.3047869769122122,1.9139098727275112,0.3818396543797178,0.6705746096767975,0.4377543245495848,0.6650371497227002,4.069115611056311,2.93292,0.75717,0.94351,0.78229,1.20143,0.65256,0.5043,0.71072,0.55958,0.55354,0.34743999999999997,0.49570000000000003,0.28928,0.44042000000000003,0.44645999999999997,105.0,74.0,111.0,83.0,81.0,0.5043,0.06868990505585935,5.0,3.0,0.0,113504.0,ZAs_below_50  - 10 scenarios - 1000nfe epsilon 1 - pozos to toluquilla 0
1,-0.01615963599971959,-0.665001434648046,-0.264118931856552,-0.13002116170523403,2.1274107326044462,0.5756653954748597,0.8653252440290362,1.394283417240927,0.3461333542430847,172599.0,1.7232026934096016,0.40420803919484477,1.4409906395038958,0.3461333542430847,1.394283417240927,0.9061711413863539,0.6765946922145135,0.7917620590069544,0.2783544287354248,0.6197381419427934,3.27262046328604,2.93292,0.75717,0.94351,0.78229,1.20143,0.30897,0.89358,0.83917,0.35582,0.51583,0.69103,0.10641999999999996,0.16083000000000003,0.64418,0.48417,50.0,131.0,131.0,53.0,76.0,0.30897,0.22689462718432607,3.0,3.0,0.0,172599.0,ZAs_below_50  - 10 scenarios - 1000nfe epsilon 1 - pozos to toluquilla 0
2,-0.1328181563302382,0.4324818554491172,0.5802610932697001,-0.28845382098037275,5.825276192876982,0.8201162919273862,0.3810421529392979,0.5570904095968308,0.9263411292095728,142217.0,4.718473716230355,1.1068024766466265,1.201158444866684,0.9263411292095728,0.5570904095968308,2.423707476471245,0.3879488910909594,0.7024655285861197,0.8083302892847081,0.8471095319281405,5.169561717361172,2.93292,0.75717,0.94351,0.78229,1.20143,0.82638,0.51237,0.74452,1.03329,0.70508,0.17362,0.48763,0.25548000000000004,0.03329000000000004,0.29491999999999996,132.0,75.0,116.0,153.0,103.0,0.51237,0.12174249798515821,3.0,1.0,0.0,142217.0,ZAs_below_50  - 10 scenarios - 1000nfe epsilon 1 - pozos to toluquilla 0
3,-0.5147920571478906,-0.13784961671066265,-0.1743035957052066,-0.5832932474108784,5.887936592268867,0.6744270969480932,0.6583935599710394,1.084133967643649,0.0451839080990559,197650.0,4.769228639737782,1.1187079525310846,1.3328206569191328,0.0451839080990559,1.084133967643649,2.2024240300487814,0.7658612081669712,0.9703225892477436,0.34284148588088337,0.8154991952040168,5.096948508548396,2.93292,0.75717,0.94351,0.78229,1.20143,0.75093,1.01148,1.02842,0.43825,0.67877,0.24907,0.011479999999999935,0.02841999999999989,0.56175,0.32123,120.0,149.0,161.0,65.0,99.0,0.43825,0.15487288406668628,3.0,2.0,0.0,197650.0,ZAs_below_50  - 10 scenarios - 1000nfe epsilon 1 - pozos to toluquilla 0
4,-0.5978902650946549,-0.4284735089659386,0.01666458717164976,-0.15867076243676803,6.35044281088473,1.1698774447460307,0.7040513873064732,1.0324033988301249,0.3293239241095941,199120.0,5.143858676816632,1.2065841340680987,1.873928832052504,0.3293239241095941,1.0324033988301249,2.3476983894078494,1.0078878898720258,0.9776626583342224,0.8711257414529462,0.6373965004523449,5.841771179519389,2.93292,0.75717,0.94351,0.78229,1.20143,0.80046,1.33112,1.0362,1.11356,0.53053,0.19954000000000005,0.3311200000000001,0.03620000000000001,0.1135600000000001,0.46947000000000005,128.0,196.0,162.0,165.0,78.0,0.53053,0.1591298185528703,1.0,1.0,0.0,199120.0,ZAs_below_50  - 10 scenarios - 1000nfe epsilon 1 - pozos to toluquilla 0
5,-0.17773963746616395,-0.022129275669876547,-0.3423397331060203,-0.8218894006447873,7.315311168105457,0.4814529806657858,0.4038160877915831,0.3897448540741844,0.5374444091208287,113165.0,5.925402046165421,1.3899091219400368,0.885269068457369,0.5374444091208287,0.3897448540741844,3.0365461081251506,0.8545840933981719,0.7939487802456169,0.3410831467792398,0.5093079249158101,5.535470053463989,2.93292,0.75717,0.94351,0.78229,1.20143,1.03533,1.12866,0.84148,0.43601,0.42392,0.035330000000000084,0.12866,0.15852,0.56399,0.5760799999999999,166.0,166.0,131.0,64.0,62.0,0.42392,0.20787499353236402,2.0,2.0,0.0,113165.0,ZAs_below_50  - 10 scenarios - 1000nfe epsilon 1 - pozos to toluquilla 0
6,-0.3553802553779897,0.019773692786327457,0.3582754153254679,-0.28949018835306073,2.66698914416373,1.0874181643067111,0.4400086594337586,0.078430606953488,0.2671154938424157,156244.0,2.1602612067726215,0.5067279373911087,1.5274268237404698,0.2671154938424157,0.078430606953488,0.9181753855590705,0.29346413784181236,0.7134993742046261,0.36202480542362536,0.4608119601164621,2.7479756631455965,2.93292,0.75717,0.94351,0.78229,1.20143,0.31306,0.38758,0.75622,0.46278,0.38355,0.68694,0.61242,0.24378,0.53722,0.6164499999999999,50.0,57.0,118.0,68.0,56.0,0.31306,0.16768916155419222,5.0,4.0,0.0,156244.0,ZAs_below_50  - 10 scenarios - 1000nfe epsilon 1 - pozos to toluquilla 0
7,-0.3428865544584576,0.49449604775331935,0.9438099197788015,-0.7786342672140784,6.752624382032107,1.2875557379347822,0.8394786073528642,1.882538889365616,0.4899595861153808,172729.0,5.469625749446007,1.2829986325861005,2.1270343452876466,0.4899595861153808,1.882538889365616,2.6867458532773,0.45415024235864004,1.238468300527349,0.4341842139421606,2.0740359384537395,6.88758454855919,2.93292,0.75717,0.94351,0.78229,1.20143,0.91607,0.5998,1.31262,0.55502,1.72631,0.08392999999999995,0.4002,0.3126199999999999,0.44498000000000004,0.72631,147.0,88.0,205.0,82.0,253.0,0.55502,0.2391786794838174,2.0,2.0,0.0,172729.0,ZAs_below_50  - 10 scenarios - 1000nfe epsilon 1 - pozos to toluquilla 0
8,-0.7786665657945275,-0.35112630138045886,-0.02084589341841392,-0.46396184509472715,1.3546298287575391,1.2798249456096065,0.995766474692366,2.4521396820152703,0.0016408099276777,110979.0,1.0972501612936068,0.2573796674639324,2.2755914203019723,0.0016408099276777,2.4521396820152703,0.07755992803530405,0.3838181048792454,1.4796909070591981,0.3170222806225882,1.5312601873713458,3.7893514079676818,2.93292,0.75717,0.94351,0.78229,1.20143,0.02644,0.50691,1.56828,0.40525,1.27453,0.97356,0.49309000000000003,0.5682799999999999,0.59475,0.27452999999999994,4.0,74.0,245.0,60.0,187.0,0.02644,0.41814667015742796,3.0,3.0,1.0,110979.0,ZAs_below_50  - 10 scenarios - 1000nfe epsilon 1 - pozos to toluquilla 0
9,0.016868899132882698,-0.13952932678029306,-0.2400352427858259,-0.20622452485300402,3.4953067311482564,0.3247263259000624,0.6609938228086122,2.156297603671949,0.7158961267377555,111794.0,2.8311984522300877,0.6641082789181687,0.9857201487086746,0.7158961267377555,2.156297603671949,1.517049113084691,0.49214751701322346,0.9415153637753435,0.5211554875946526,1.0712659184053437,4.543133399873254,2.93292,0.75717,0.94351,0.78229,1.20143,0.51725,0.64998,0.99789,0.66619,0.89166,0.48275,0.35002,0.0021099999999999453,0.33381000000000005,0.10833999999999999,83.0,95.0,156.0,98.0,131.0,0.51725,0.12924734821929806,3.0,3.0,0.0,111794.0,ZAs_below_50  - 10 scenarios - 1000nfe epsilon 1 - pozos to toluquilla 0
